location,total_sqft,bath,price,bhk,price_per_sqft
Kalena Agrahara,980.0,2.0,35.0,2,3571.4285714285716
8th Phase JP Nagar,1006.0,2.0,44.0,2,4373.75745526839
Thanisandra,1098.0,2.0,71.0,2,6466.302367941712
other,1200.0,2.0,53.5,2,4458.333333333333
Sarjapur  Road,1019.0,2.0,62.0,2,6084.396467124632
Whitefield,1150.0,2.0,40.21,2,3496.521739130435
Anekal,1733.5,3.0,120.0,3,6922.411306605134
other,1537.0,3.0,81.0,3,5270.006506180872
other,1050.0,2.0,45.0,2,4285.714285714285
Kanakpura Road,1452.0,3.0,55.6,3,3829.2011019283746
Domlur,1246.0,2.0,95.0,2,7624.398073836276
Electronic City Phase II,972.0,2.0,40.0,2,4115.22633744856
Kanakpura Road,1938.0,3.0,92.69,3,4782.765737874097
Bannerghatta Road,1711.0,3.0,125.0,3,7305.669199298656
CV Raman Nagar,1392.0,2.0,95.0,2,6824.712643678161
Haralur Road,1225.0,2.0,77.0,2,6285.714285714285
Green Glen Layout,1750.0,3.0,120.0,3,6857.142857142857
Haralur Road,1285.0,2.0,78.0,2,6070.038910505837
Hebbal,1590.0,3.0,96.0,3,6037.735849056604
9th Phase JP Nagar,1571.0,3.0,65.0,3,4137.492043284532
Garudachar Palya,1060.0,2.0,48.66,2,4590.566037735849
Hennur,1255.0,2.0,58.0,2,4621.5139442231075
Bannerghatta Road,1520.0,2.0,81.0,3,5328.9473684210525
other,1170.0,2.0,45.51,2,3889.74358974359
OMBR Layout,1580.0,3.0,75.0,3,4746.835443037975
Ardendale,1777.26,3.0,89.0,3,5007.7084950991975
Raja Rajeshwari Nagar,1303.0,2.0,55.78,2,4280.890253261704
Whitefield,1495.0,2.0,70.0,3,4682.274247491639
Yelahanka,1835.0,3.0,108.0,3,5885.558583106267
other,1080.0,2.0,38.0,2,3518.5185185185187
Electronic City,1025.0,2.0,29.61,2,2888.7804878048782
Haralur Road,1225.0,2.0,67.48,2,5508.571428571428
Sarjapur  Road,994.0,2.0,45.0,2,4527.162977867203
other,1025.0,2.0,65.0,2,6341.463414634146
Marathahalli,1156.0,2.0,52.0,2,4498.269896193771
JP Nagar,1250.0,2.0,60.0,2,4800.0
other,1020.0,2.0,70.0,2,6862.745098039216
Kanakpura Road,1322.0,2.0,70.0,2,5295.00756429652
Kothanur,1160.0,2.0,57.0,2,4913.793103448276
other,1100.0,2.0,48.0,2,4363.636363636364
Hosur Road,1689.0,3.0,103.0,3,6098.283007696862
Chikkalasandra,1090.0,2.0,47.42,2,4350.45871559633
other,1155.0,2.0,69.0,2,5974.025974025974
JP Nagar,1125.0,2.0,39.98,2,3553.7777777777774
Yelahanka,1847.0,3.0,92.0,3,4981.050351922036
7th Phase JP Nagar,1515.0,2.0,76.0,3,5016.501650165016
Sarjapur  Road,1130.0,2.0,55.0,2,4867.256637168141
Bellandur,1049.0,2.0,51.0,2,4861.773117254528
Badavala Nagar,1842.0,3.0,115.0,3,6243.213897937025
Jakkur,1282.0,2.0,72.0,2,5616.224648985959
other,1555.0,2.0,67.0,3,4308.681672025724
Sarjapur  Road,1881.0,3.0,145.0,3,7708.665603402445
Yelahanka,1890.0,3.0,109.0,3,5767.195767195767
Old Madras Road,935.0,2.0,32.0,2,3422.4598930481284
Cox Town,1000.0,2.0,58.0,2,5800.0
Singasandra,1510.0,3.0,75.0,3,4966.887417218543
Uttarahalli,1120.0,2.0,50.0,2,4464.285714285715
Raja Rajeshwari Nagar,1419.0,2.0,48.1,2,3389.7110641296686
Talaghattapura,1175.0,2.0,62.0,2,5276.595744680851
Bellandur,1350.0,2.0,63.0,3,4666.666666666667
Anjanapura,1076.0,2.0,30.13,2,2800.185873605948
Kasavanhalli,1715.0,3.0,112.0,3,6530.6122448979595
Hebbal,1072.0,2.0,45.0,2,4197.761194029851
Panathur,1230.0,2.0,80.0,2,6504.065040650406
Murugeshpalya,1600.0,2.0,65.0,3,4062.5
Thanisandra,1411.0,3.0,93.25,3,6608.788093550674
Haralur Road,1225.0,2.0,69.84,2,5701.224489795918
Hebbal,1162.0,2.0,69.0,2,5938.037865748709
other,1050.0,2.0,35.0,2,3333.3333333333335
Electronic City Phase II,1160.0,2.0,33.51,2,2888.793103448276
Channasandra,1500.0,3.0,61.95,3,4130.0
other,1610.0,3.0,85.0,3,5279.503105590062
Whitefield,1340.0,2.0,41.0,2,3059.7014925373132
Budigere,1162.0,2.0,58.0,2,4991.394148020654
Hosa Road,1170.0,2.0,65.0,2,5555.555555555556
other,1423.0,2.0,71.73,3,5040.758959943781
Kaggadasapura,1106.0,2.0,40.0,2,3616.6365280289333
other,1255.0,2.0,56.7,2,4517.92828685259
Sarjapur  Road,1525.0,2.0,65.0,3,4262.295081967213
Babusapalaya,1061.0,2.0,38.95,2,3671.065032987748
other,907.0,2.0,55.43,2,6111.35611907387
Bellandur,1211.0,2.0,63.0,2,5202.312138728324
Hennur Road,1904.0,3.0,129.0,3,6775.210084033613
Balagere,1205.0,2.0,73.87,2,6130.290456431535
Yeshwanthpur,1164.0,2.0,64.08,2,5505.154639175258
other,1410.0,2.0,73.0,2,5177.304964539007
other,1150.0,2.0,42.0,2,3652.1739130434785
other,1170.0,2.0,53.11,2,4539.316239316239
Hennur,1420.0,2.0,62.0,2,4366.197183098591
Panathur,1125.0,2.0,45.0,2,4000.0
NRI Layout,1789.0,3.0,75.0,3,4192.286193404137
Hulimavu,1021.0,2.0,76.0,2,7443.682664054848
Kalena Agrahara,1222.0,2.0,48.0,2,3927.986906710311
Hennur Road,1981.0,3.0,134.0,3,6764.260474507824
Yelachenahalli,1103.0,2.0,55.0,2,4986.400725294651
other,1201.0,2.0,65.0,2,5412.156536219817
Sarjapur  Road,970.0,2.0,36.0,2,3711.340206185567
Yeshwanthpur,1520.0,3.0,85.0,3,5592.105263157895
Harlur,1755.0,3.0,115.0,3,6552.706552706552
Hoskote,945.0,2.0,35.0,2,3703.703703703704
Rachenahalli,1167.0,2.0,37.5,2,3213.367609254499
Domlur,1276.0,2.0,80.0,2,6269.592476489028
Thanisandra,1234.0,2.0,51.0,2,4132.90113452188
Lakshminarayana Pura,1180.0,2.0,75.0,2,6355.932203389831
Electronic City,1400.0,3.0,90.0,3,6428.571428571428
other,1050.0,2.0,40.0,2,3809.5238095238096
Ramagondanahalli,1251.0,2.0,46.0,2,3677.0583533173462
Yeshwanthpur,1677.0,3.0,92.13,3,5493.738819320215
Sarjapur  Road,1346.0,2.0,67.38,2,5005.94353640416
Electronic City Phase II,1090.0,2.0,31.48,2,2888.0733944954127
Sarjapur  Road,1881.0,3.0,145.0,3,7708.665603402445
Garudachar Palya,1150.0,2.0,52.0,2,4521.739130434783
other,950.0,2.0,65.0,2,6842.105263157895
Ramamurthy Nagar,1050.0,2.0,51.66,2,4920.0
Hoodi,1660.0,3.0,131.0,3,7891.566265060241
Nagavarapalya,1134.0,2.0,55.0,2,4850.088183421517
Hebbal,1100.0,2.0,60.0,2,5454.545454545455
Anekal,1200.0,2.0,36.1,2,3008.3333333333335
other,1080.0,2.0,37.8,2,3499.9999999999995
Anandapura,1200.0,2.0,50.0,2,4166.666666666667
Talaghattapura,1804.0,3.0,127.0,3,7039.911308203991
Battarahalli,1090.0,2.0,38.37,2,3520.1834862385317
Sarjapur  Road,1045.0,2.0,42.15,2,4033.492822966507
Hormavu,1263.0,2.0,47.36,2,3749.802058590657
Whitefield,1431.0,3.0,85.0,3,5939.902166317261
other,999.0,2.0,32.9,2,3293.293293293293
Vittasandra,1650.0,3.0,85.5,3,5181.818181818182
other,1535.0,3.0,72.0,3,4690.553745928339
other,1265.0,2.0,68.0,2,5375.494071146245
Kudlu Gate,1215.0,2.0,44.96,2,3700.411522633745
Electronics City Phase 1,1028.0,2.0,51.0,2,4961.089494163424
Hegde Nagar,1835.0,2.0,92.0,3,5013.623978201635
Hosakerehalli,925.0,2.0,46.25,2,5000.0
Amruthahalli,1450.0,2.0,90.0,3,6206.896551724138
Kasavanhalli,1100.0,2.0,65.0,2,5909.090909090909
Kadubeesanahalli,1185.0,2.0,55.0,2,4641.350210970464
TC Palaya,1200.0,2.0,70.0,2,5833.333333333333
Bhoganhalli,1205.0,2.0,68.32,2,5669.709543568464
Haralur Road,1200.0,2.0,46.0,2,3833.3333333333335
Akshaya Nagar,1421.0,2.0,73.0,3,5137.227304714989
Thubarahalli,1540.0,3.0,90.0,3,5844.1558441558445
Sarjapur  Road,984.0,2.0,45.91,2,4665.650406504065
Rachenahalli,985.0,2.0,50.17,2,5093.401015228426
other,1140.0,2.0,60.0,2,5263.1578947368425
Raja Rajeshwari Nagar,1700.0,2.0,86.0,3,5058.823529411765
Devanahalli,1360.0,2.0,62.425,2,4590.073529411765
Dasarahalli,1333.0,2.0,86.65,2,6500.375093773443
Electronic City,1258.0,2.0,85.5,2,6796.502384737679
other,1458.0,2.0,87.0,3,5967.078189300411
Electronic City,1386.0,2.0,85.0,2,6132.7561327561325
Electronic City Phase II,1140.0,2.0,32.92,2,2887.719298245614
Lakshminarayana Pura,1200.0,2.0,83.0,2,6916.666666666667
other,1081.0,2.0,39.0,2,3607.7705827937093
other,1178.0,2.0,80.0,2,6791.171477079796
 Devarachikkanahalli,991.0,2.0,40.0,2,4036.326942482341
Gottigere,1493.0,2.0,90.0,3,6028.131279303416
Kammasandra,1080.0,2.0,31.99,2,2962.037037037037
Electronic City,1025.0,2.0,50.0,2,4878.048780487805
Bannerghatta Road,1115.0,2.0,61.0,2,5470.85201793722
other,1175.0,2.0,52.86,2,4498.723404255319
KR Puram,1100.0,2.0,45.0,2,4090.909090909091
Banashankari,1450.0,2.0,50.75,2,3500.0
6th Phase JP Nagar,1810.0,3.0,131.0,3,7237.5690607734805
other,1426.0,2.0,71.0,3,4978.962131837307
Kalyan nagar,1100.0,2.0,70.0,2,6363.636363636364
Billekahalli,1360.0,2.0,110.0,2,8088.235294117647
Whitefield,1655.0,3.0,110.0,3,6646.525679758308
other,1300.0,2.0,95.0,2,7307.692307692308
other,1277.0,2.0,92.0,2,7204.385277995301
other,1200.0,2.0,54.0,2,4500.0
Hormavu,1015.0,2.0,39.08,2,3850.246305418719
Budigere,1153.0,2.0,60.0,2,5203.816131830009
Kengeri,1035.0,2.0,51.5,2,4975.84541062802
Uttarahalli,1150.0,2.0,46.0,2,4000.0
Malleshwaram,1020.0,2.0,80.0,2,7843.137254901961
8th Phase JP Nagar,1160.0,2.0,95.0,2,8189.6551724137935
Brookefield,1225.0,2.0,72.0,2,5877.551020408163
other,1350.0,3.0,60.0,3,4444.444444444444
Hennur Road,1155.0,2.0,69.18,2,5989.6103896103905
Jalahalli,905.0,2.0,55.0,2,6077.348066298343
Vijayanagar,1375.0,2.0,75.0,3,5454.545454545455
Electronic City,1140.0,2.0,33.84,2,2968.421052631579
Hormavu,1550.0,2.0,60.0,3,3870.967741935484
Kannamangala,957.0,2.0,55.0,2,5747.126436781609
Electronic City,1070.0,2.0,55.0,2,5140.186915887851
Rachenahalli,925.0,2.0,37.0,2,4000.0
Kammasandra,1415.0,2.0,60.0,2,4240.282685512368
Thanisandra,1225.0,2.0,37.0,2,3020.408163265306
Thanisandra,1732.0,3.0,112.0,3,6466.512702078522
Bhoganhalli,1260.0,2.0,69.9,2,5547.619047619049
other,1092.0,2.0,49.0,2,4487.179487179487
Horamavu Banaswadi,1357.0,2.0,54.0,2,3979.3662490788506
7th Phase JP Nagar,1370.0,2.0,54.79,3,3999.2700729927005
Whitefield,1725.0,3.0,106.0,3,6144.927536231884
Jalahalli,1000.0,2.0,70.0,2,7000.0
Bellandur,1717.0,3.0,110.0,3,6406.523005241701
Sonnenahalli,1415.0,2.0,65.0,3,4593.639575971732
7th Phase JP Nagar,1976.0,3.0,145.0,3,7338.056680161943
HSR Layout,1140.0,2.0,46.0,2,4035.0877192982457
Electronic City Phase II,1155.0,2.0,57.0,2,4935.064935064935
Whitefield,1130.0,2.0,36.0,2,3185.8407079646017
Bannerghatta,1200.0,2.0,73.2,2,6100.0
other,1055.0,2.0,43.0,2,4075.829383886256
Rajaji Nagar,1555.0,3.0,125.0,3,8038.585209003216
Bellandur,1420.0,3.0,62.0,3,4366.197183098591
KR Puram,1035.0,2.0,40.0,2,3864.7342995169083
Begur Road,1200.0,2.0,44.0,2,3666.6666666666665
other,993.0,2.0,42.0,2,4229.607250755287
Hoodi,1225.0,2.0,45.0,2,3673.469387755102
TC Palaya,900.0,2.0,55.0,2,6111.111111111111
Electronic City Phase II,1800.0,3.0,92.0,3,5111.111111111111
Kanakpura Road,1167.0,2.0,63.0,2,5398.457583547558
Sarjapur,1150.0,2.0,41.0,2,3565.217391304348
Yelahanka New Town,1100.0,2.0,58.0,2,5272.727272727273
Banashankari,1770.0,3.0,108.0,3,6101.6949152542375
Pai Layout,1000.0,2.0,42.0,2,4200.0
Kanakpura Road,1419.59,2.0,65.0,3,4578.786832817927
Kodihalli,1400.0,3.0,81.0,3,5785.714285714285
Bannerghatta,1070.0,2.0,87.0,2,8130.841121495327
Kannamangala,1536.0,3.0,107.0,3,6966.145833333333
Electronic City,1342.0,2.0,72.0,2,5365.126676602086
other,1600.0,3.0,130.0,3,8125.0
Budigere,1820.0,3.0,99.0,3,5439.56043956044
Kanakpura Road,1665.0,3.0,78.0,3,4684.684684684685
Basavangudi,1850.0,3.0,150.0,3,8108.108108108108
Bommanahalli,1091.0,2.0,40.0,2,3666.3611365719526
Sarjapur  Road,1346.0,2.0,74.03,2,5500.0
JP Nagar,1060.0,2.0,33.95,2,3202.8301886792456
Whitefield,1059.0,2.0,57.0,2,5382.43626062323
Hebbal,1299.0,2.0,97.0,2,7467.282525019245
Yelahanka,1491.0,3.0,85.0,3,5700.871898054997
Basaveshwara Nagar,1200.0,2.0,85.0,2,7083.333333333333
other,1296.0,2.0,70.0,2,5401.234567901234
other,1125.0,2.0,55.0,2,4888.888888888889
Kothanur,1095.0,2.0,55.0,2,5022.83105022831
Old Madras Road,1330.0,2.0,74.0,2,5563.909774436091
Marathahalli,1135.0,2.0,60.0,2,5286.343612334802
other,1194.0,2.0,51.0,2,4271.356783919598
Chikkalasandra,1355.0,3.0,54.2,3,4000.0
Whitefield,1116.0,2.0,51.91,2,4651.433691756272
Bhoganhalli,1707.0,3.0,115.0,3,6736.965436438196
other,1070.0,2.0,49.0,2,4579.439252336449
JP Nagar,1300.0,2.0,91.65,2,7050.0
Ambalipura,1700.0,2.0,76.0,2,4470.588235294118
Yeshwanthpur,1383.0,2.0,76.18,3,5508.315256688359
Electronic City,1200.0,2.0,34.65,2,2887.5
Hulimavu,935.0,2.0,45.0,2,4812.834224598931
KR Puram,1116.0,2.0,45.0,2,4032.2580645161293
Whitefield,1639.0,3.0,107.0,3,6528.370957901159
Marathahalli,1839.0,3.0,130.0,3,7069.0592713431215
other,1300.0,2.0,63.0,2,4846.153846153846
Electronic City,1005.0,2.0,39.77,2,3957.213930348259
Horamavu Agara,1080.0,2.0,38.0,2,3518.5185185185187
other,910.0,2.0,36.0,2,3956.043956043956
Hormavu,1200.0,2.0,73.0,2,6083.333333333333
Electronic City,1110.0,2.0,39.9,2,3594.5945945945946
Kothanur,1142.0,2.0,56.0,2,4903.6777583187395
AECS Layout,1005.0,2.0,55.0,2,5472.636815920398
other,1626.6,3.0,133.0,3,8176.564613303824
Kothanur,1074.0,2.0,54.0,2,5027.932960893855
Basavangudi,1230.0,2.0,80.0,2,6504.065040650406
other,1007.0,2.0,48.0,2,4766.633565044687
Whitefield,1820.0,3.0,113.0,3,6208.791208791209
other,1100.0,2.0,60.0,2,5454.545454545455
other,1348.0,2.0,100.0,2,7418.39762611276
Kasavanhalli,1230.0,2.0,66.25,2,5386.178861788618
Uttarahalli,1590.0,3.0,57.0,3,3584.9056603773583
Frazer Town,1200.0,2.0,78.0,2,6500.0
other,1298.0,2.0,65.0,2,5007.704160246533
Hosa Road,1161.0,2.0,55.15,2,4750.215331610681
Kothanur,1285.0,2.0,60.0,2,4669.260700389105
Electronic City,1644.0,3.0,92.59,3,5631.995133819952
Kasavanhalli,1819.0,3.0,150.0,3,8246.289169873557
1st Phase JP Nagar,1205.0,2.0,85.0,2,7053.941908713693
Uttarahalli,1050.0,2.0,42.0,2,4000.0
Raja Rajeshwari Nagar,1270.0,2.0,62.0,2,4881.889763779527
Kanakpura Road,1339.0,2.0,63.0,2,4705.003734129948
Haralur Road,1315.0,2.0,85.0,2,6463.878326996198
Raja Rajeshwari Nagar,1250.0,2.0,68.0,2,5440.0
7th Phase JP Nagar,1600.0,2.0,110.0,3,6875.0
Electronic City,1250.0,2.0,62.0,2,4960.0
Whitefield,1990.0,3.0,98.0,3,4924.62311557789
other,1053.0,2.0,46.29,2,4396.011396011396
Gubbalala,2000.0,3.0,125.0,3,6250.0
Hennur Road,1590.0,3.0,105.0,3,6603.773584905661
other,1035.0,2.0,52.79,2,5100.48309178744
Kothanur,1075.0,2.0,53.0,2,4930.232558139535
TC Palaya,900.0,2.0,55.0,2,6111.111111111111
Thanisandra,1702.0,3.0,107.0,3,6286.721504112808
Kasavanhalli,1189.0,2.0,45.0,2,3784.6930193439866
Tumkur Road,1035.0,2.0,39.0,2,3768.1159420289855
Hennur Road,1200.0,2.0,36.0,2,3000.0
Yelahanka,1330.0,2.0,93.65,2,7041.353383458647
Chikkalasandra,1350.0,2.0,54.2,3,4014.814814814815
other,1410.0,3.0,90.0,3,6382.978723404255
Narayanapura,1469.0,2.0,99.14,2,6748.8087134104835
Varthur,986.0,2.0,30.0,2,3042.5963488843813
other,1460.0,2.0,87.0,3,5958.904109589041
Panathur,980.0,2.0,57.0,2,5816.326530612245
Kudlu Gate,1164.0,2.0,75.0,2,6443.298969072165
Kundalahalli,1065.0,2.0,70.0,2,6572.769953051643
Budigere,1172.0,2.0,56.725,2,4840.017064846416
Electronic City,1020.0,2.0,30.27,2,2967.6470588235293
Gunjur,1362.0,3.0,62.63,3,4598.384728340676
Brookefield,1746.0,3.0,115.0,3,6586.483390607102
Electronic City,1025.0,2.0,29.6,2,2887.8048780487807
Harlur,1532.0,2.0,65.0,2,4242.819843342037
other,1250.0,2.0,65.0,2,5200.0
Thanisandra,1188.0,2.0,39.0,2,3282.8282828282827
Marathahalli,1170.0,2.0,85.0,2,7264.957264957265
other,1000.0,2.0,35.0,2,3500.0
Babusapalaya,1061.0,2.0,34.0,2,3204.5240339302545
KR Puram,1290.0,2.0,69.0,2,5348.837209302325
Sarjapur,1200.0,2.0,42.6,2,3550.0
Bharathi Nagar,1120.0,2.0,39.29,2,3508.035714285714
Sarjapur  Road,1691.0,3.0,119.0,3,7037.25606150207
Balagere,1012.0,2.0,70.0,2,6916.99604743083
7th Phase JP Nagar,1765.0,3.0,118.0,3,6685.552407932011
Gottigere,1110.0,2.0,36.25,2,3265.765765765766
other,967.0,2.0,47.8,2,4943.1230610134435
Sarjapur,1044.0,2.0,36.0,2,3448.2758620689656
Brookefield,1518.0,3.0,80.0,3,5270.092226613966
other,1798.0,3.0,73.0,3,4060.066740823137
Singasandra,1179.0,2.0,56.0,2,4749.787955894826
Uttarahalli,1125.0,2.0,48.0,2,4266.666666666667
Haralur Road,1976.0,3.0,92.0,3,4655.87044534413
5th Phase JP Nagar,1190.0,2.0,61.8,2,5193.27731092437
Jakkur,1761.0,3.0,84.52,3,4799.545712663259
Cooke Town,1700.0,3.0,120.0,3,7058.823529411765
Electronic City,1128.0,2.0,64.8,2,5744.68085106383
other,2000.0,3.0,85.0,3,4250.0
Varthur,1045.0,2.0,40.65,2,3889.9521531100477
Marathahalli,1102.0,2.0,53.67,2,4870.235934664247
Hebbal Kempapura,1436.0,2.0,75.0,3,5222.841225626741
other,1397.0,2.0,52.0,3,3722.2619899785254
Kothanur,1140.0,2.0,56.0,2,4912.2807017543855
other,2050.0,3.0,135.0,3,6585.365853658536
Sarjapur  Road,1335.0,2.0,95.0,2,7116.104868913858
Thanisandra,1140.0,2.0,59.0,2,5175.438596491228
Kanakpura Road,1450.0,3.0,60.9,3,4200.0
Kodichikkanahalli,1400.0,3.0,66.0,3,4714.285714285715
other,1339.0,2.0,53.56,2,4000.0
other,1305.0,2.0,52.0,2,3984.6743295019155
Green Glen Layout,1740.0,3.0,80.0,3,4597.701149425287
Bannerghatta Road,1154.0,2.0,47.0,2,4072.790294627383
Munnekollal,1200.0,2.0,40.0,2,3333.3333333333335
Hennur,1155.0,2.0,54.5,2,4718.614718614718
Sarjapur  Road,1525.0,2.0,63.0,3,4131.147540983607
Padmanabhanagar,1100.0,2.0,60.0,2,5454.545454545455
Hormavu,1250.0,2.0,65.0,2,5200.0
Kothanur,1400.0,2.0,70.0,2,5000.0
other,1600.0,3.0,100.0,3,6250.0
Electronic City,1060.0,2.0,55.0,2,5188.679245283019
Horamavu Banaswadi,1272.0,2.0,50.0,2,3930.817610062893
Kanakpura Road,1296.0,2.0,105.0,2,8101.851851851852
other,1945.0,3.0,115.0,3,5912.596401028278
other,1235.0,2.0,52.76,2,4272.064777327935
Subramanyapura,1880.0,3.0,110.0,3,5851.063829787234
Kenchenahalli,1060.0,2.0,52.0,2,4905.66037735849
Hennur Road,2041.0,3.0,138.0,3,6761.391474767271
Vasanthapura,1037.0,2.0,36.28,2,3498.553519768563
other,1150.0,2.0,39.0,2,3391.304347826087
other,1184.0,2.0,62.0,2,5236.486486486487
Sarjapur  Road,1680.0,3.0,126.0,3,7500.0
Thanisandra,1411.0,3.0,100.0,3,7087.172218284904
Thanisandra,1702.0,3.0,120.0,3,7050.5287896592245
Yelahanka,1185.0,2.0,45.0,2,3797.46835443038
other,1545.0,3.0,65.0,3,4207.119741100324
JP Nagar,1107.0,2.0,57.0,2,5149.051490514905
Old Madras Road,1720.0,3.0,106.0,3,6162.790697674419
Bannerghatta Road,1000.0,2.0,44.5,2,4450.0
Thanisandra,1100.0,2.0,38.0,2,3454.5454545454545
Bannerghatta Road,1250.0,2.0,48.0,2,3840.0
Hegde Nagar,1584.01,3.0,104.0,3,6565.615116066187
Kaggadasapura,1485.0,2.0,70.0,3,4713.804713804714
8th Phase JP Nagar,1245.0,2.0,59.0,2,4738.955823293173
other,1050.0,2.0,45.0,2,4285.714285714285
Bannerghatta Road,1640.0,3.0,105.0,3,6402.4390243902435
other,1165.0,2.0,65.0,2,5579.399141630901
Kengeri Satellite Town,1110.0,2.0,43.0,2,3873.873873873874
Haralur Road,1300.0,2.0,75.0,2,5769.2307692307695
Hennur Road,1232.0,2.0,69.61,2,5650.162337662337
Jalahalli,1704.0,3.0,94.36,3,5537.55868544601
Varthur,1155.0,2.0,39.0,2,3376.6233766233768
Electronic City,1000.0,2.0,29.95,2,2995.0
Horamavu Banaswadi,1200.0,2.0,45.0,2,3750.0
Yelahanka,1517.0,3.0,71.28,3,4698.7475280158205
Horamavu Agara,1166.0,2.0,37.29,2,3198.1132075471696
Hennur,1255.0,2.0,52.32,2,4168.924302788844
other,1300.0,2.0,58.0,2,4461.538461538462
Thanisandra,1185.0,2.0,45.0,2,3797.46835443038
other,1350.0,2.0,68.0,2,5037.037037037037
Budigere,1590.0,3.0,76.16,3,4789.937106918239
Somasundara Palya,1650.0,3.0,126.0,3,7636.363636363636
other,1645.0,3.0,87.0,3,5288.753799392097
Hennur Road,1748.0,3.0,103.0,3,5892.448512585813
Kengeri Satellite Town,1170.0,2.0,50.0,2,4273.504273504273
Bhoganhalli,1610.0,3.0,84.53,3,5250.310559006211
Sarjapur  Road,1510.0,2.0,110.0,3,7284.76821192053
Mahadevpura,1500.0,2.0,70.0,3,4666.666666666667
Margondanahalli,1448.0,3.0,70.0,3,4834.254143646409
Sarjapur  Road,1242.0,2.0,78.0,2,6280.193236714976
Sonnenahalli,1268.0,2.0,58.0,2,4574.132492113565
Ramamurthy Nagar,1101.0,2.0,50.0,2,4541.326067211626
other,1255.0,2.0,65.0,2,5179.282868525896
Gunjur,1362.0,3.0,62.63,3,4598.384728340676
Hosa Road,1089.0,2.0,32.67,2,3000.0
Kaggalipura,950.0,2.0,45.0,2,4736.8421052631575
HBR Layout,1068.0,2.0,43.0,2,4026.2172284644193
Yelahanka,1756.0,3.0,66.73,3,3800.113895216401
Whitefield,1205.0,2.0,41.0,2,3402.4896265560164
Banashankari,1800.0,3.0,125.0,3,6944.444444444444
Hormavu,1604.0,3.0,68.0,3,4239.401496259352
Ananth Nagar,1010.0,2.0,38.0,2,3762.3762376237623
Doddakallasandra,1010.0,2.0,41.0,2,4059.4059405940593
Yelahanka,1050.0,2.0,33.1,2,3152.3809523809523
Harlur,1710.0,3.0,85.0,3,4970.7602339181285
other,1451.0,3.0,68.0,3,4686.423156443831
JP Nagar,1250.0,2.0,93.0,2,7440.0
other,1100.0,2.0,38.5,2,3500.0
 Devarachikkanahalli,1700.0,3.0,71.0,3,4176.470588235294
KR Puram,1096.0,2.0,43.0,2,3923.3576642335765
Electronic City Phase II,1160.0,2.0,33.5,2,2887.9310344827586
other,1936.0,3.0,139.0,3,7179.752066115702
Panathur,1586.0,3.0,125.0,3,7881.462799495586
Kanakpura Road,1452.0,3.0,56.5,3,3891.184573002755
Hosa Road,1538.0,3.0,107.0,3,6957.087126137842
other,935.0,2.0,40.0,2,4278.07486631016
other,1220.0,2.0,65.0,2,5327.868852459016
Harlur,1197.0,2.0,77.0,2,6432.748538011696
Thanisandra,1573.0,3.0,90.0,3,5721.551176096631
Dodda Nekkundi,1135.0,2.0,58.0,2,5110.132158590309
other,1800.0,3.0,95.0,3,5277.777777777777
other,2045.0,3.0,108.0,3,5281.173594132029
Sonnenahalli,1268.0,2.0,56.0,2,4416.403785488959
Yelahanka,1600.0,3.0,100.0,3,6250.0
Thanisandra,1056.0,2.0,70.0,2,6628.787878787879
KR Puram,1204.0,2.0,58.0,2,4817.275747508305
other,1410.0,2.0,54.0,3,3829.7872340425533
Hennur Road,1460.0,2.0,80.3,2,5500.0
Dodda Nekkundi,1100.0,2.0,41.18,2,3743.6363636363635
other,1310.0,2.0,88.0,2,6717.557251908397
Sector 2 HSR Layout,1600.0,3.0,90.0,3,5625.0
other,1250.0,2.0,55.0,2,4400.0
Sarjapur  Road,1665.0,3.0,74.93,3,4500.3003003003005
Singasandra,1416.0,2.0,67.0,2,4731.6384180790965
HSR Layout,1145.0,2.0,46.0,2,4017.467248908297
Yelahanka,1664.0,3.0,73.95,3,4444.110576923077
Rajiv Nagar,972.0,2.0,43.0,2,4423.868312757201
Bellandur,1185.0,2.0,47.39,2,3999.15611814346
Green Glen Layout,1750.0,3.0,81.0,3,4628.571428571428
Balagere,1007.0,2.0,68.0,2,6752.730883813307
Whitefield,1250.0,2.0,85.0,2,6800.0
other,1200.0,2.0,54.0,2,4500.0
Horamavu Agara,994.0,2.0,42.28,2,4253.521126760564
Ramamurthy Nagar,1150.0,2.0,40.0,2,3478.2608695652175
Thanisandra,1220.0,2.0,46.0,2,3770.4918032786886
Old Madras Road,1157.0,2.0,47.32,2,4089.887640449438
Thigalarapalya,1400.0,2.0,105.0,2,7500.0
other,1370.07,3.0,65.0,3,4744.283138817725
other,900.0,2.0,40.0,2,4444.444444444444
other,1200.0,2.0,43.0,2,3583.3333333333335
Talaghattapura,1062.0,2.0,42.48,2,4000.0
Kanakpura Road,1120.0,2.0,51.0,2,4553.571428571428
Bannerghatta Road,1012.0,2.0,44.0,2,4347.826086956522
Kanakpura Road,1430.0,2.0,78.0,2,5454.545454545455
Hennur Road,1570.0,3.0,75.99,3,4840.127388535031
Sonnenahalli,1011.0,2.0,59.0,2,5835.806132542038
Sarjapur  Road,1129.0,2.0,69.0,2,6111.603188662533
Sarjapura - Attibele Road,1126.0,2.0,36.0,2,3197.158081705151
Hennur Road,1933.0,3.0,140.0,3,7242.628039317124
TC Palaya,1082.0,2.0,64.0,2,5914.972273567468
